Cluster	Kingdom	Phylum	Class	Order	Family	Genus	Species
C345	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C346	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C347	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Incertae Sedis	Incertae Sedis	uncultured bacterium
C348	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp.
C349	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C350	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sp.
C351	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionales sp.	Micavibrionales sp.	Micavibrionales sp.
C352	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C353	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	uncultured bacterium
C354	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionales sp.	Micavibrionales sp.	Micavibrionales sp.
C355	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Gynurincola	Gynurincola sp.
C357	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C358	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Incertae Sedis	Incertae Sedis	uncultured bacterium
C359	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C360	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	uncultured bacterium
C361	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	Anaerovorax sp.
C362	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia sp.	Bacteroidia sp.	Bacteroidia sp.	Bacteroidia sp.
C364	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chishuiella	Chishuiella changwenlii
C365	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.
C366	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	Incertae Sedis	Incertae Sedis	uncultured bacterium
C367	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Persicitalea	Persicitalea sp.
C369	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter sp.
C370	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosporomusa	uncultured bacterium
C374	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp.
C375	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C376	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Peredibacter sp.
C377	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Zymobacter	Zymobacter sp.
C378	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C379	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter sp.
C381	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp.
C384	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp.
C385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	uncultured bacterium
C386	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
C387	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcales sp.	Micrococcales sp.	Micrococcales sp.
C388	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	uncultured bacterium
C389	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	uncultured bacterium
C390	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Luteolibacter sp.
C391	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C394	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C395	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.
C396	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus sp.
C397	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C398	Bacteria	Bacillota	Bacillota sp.	Bacillota sp.	Bacillota sp.	Bacillota sp.	Bacillota sp.
C400	Bacteria	Bacillota	Clostridia	Clostridia sp.	Clostridia sp.	Clostridia sp.	Clostridia sp.
C401	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	uncultured bacterium
C402	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus sp.
C404	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae sp.	Oscillospiraceae sp.
C406	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia sp.
C407	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp.
C408	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Natronincolaceae	Alkaliphilus	Alkaliphilus sp.
C409	Eukaryota	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured eukaryote
C413	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp.
C414	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	metagenome
C415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C416	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Incertae Sedis	Incertae Sedis	uncultured bacterium
C418	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella	uncultured bacterium
C421	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichales sp.	Erysipelotrichales sp.	Erysipelotrichales sp.
C422	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
C423	Eukaryota	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured eukaryote
C424	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C425	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter sp.
C426	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	uncultured bacterium
C427	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chishuiella	Empedobacter sp. F-Fue-04TIIa
C429	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C430	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C431	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Incertae Sedis	uncultured bacterium
C432	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae sp.	Oxalobacteraceae sp.
C433	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	uncultured bacterium
C434	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	Aurantisolimonas sp.
C436	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	uncultured bacterium
C437	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp.
C438	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C439	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp.
C442	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C444	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter sp.
C445	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp.
C448	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C449	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	uncultured bacterium
C451	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas sp.
C453	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	Moheibacter stercoris
C454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C456	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae sp.	Christensenellaceae sp.
C457	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C461	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae sp.	Chitinophagaceae sp.
C462	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C466	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	DVSBS1	Sphingobacteriia bacterium DVSBS1
C467	NA	NA sp.	NA sp.	NA sp.	NA sp.	NA sp.	NA sp.
C468	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.
C470	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	uncultured bacterium
C471	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
C473	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella sp.
C477	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.
C478	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	uncultured gamma proteobacterium
C479	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacterales sp.	Enterobacterales sp.	Enterobacterales sp.
C482	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropedia sp. BRTC-2
C483	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
C486	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillaceae sp.	Lactobacillaceae sp.
C487	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
C488	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	uncultured bacterium
C489	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Aminipila	uncultured bacterium
C490	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C491	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C493	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae sp.	Comamonadaceae sp.
C494	NA	Amorphea	Obazoa	Opisthokonta	Holozoa	Choanozoa	Metazoa
C495	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. G2-10
C498	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C499	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum
C501	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	uncultured rumen bacterium
C502	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C504	NA	Discoba	Discicristata	Euglenozoa	Euglenida	Heteronematina	Petalomonas
C505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C506	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Incertae Sedis	Incertae Sedis sp.
C508	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter	Firmicutes bacterium
C509	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C510	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C512	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C513	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter sp.
C514	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Vitreoscilla	Vitreoscilla sp.
C515	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C516	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter sp.
C517	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
C519	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured bacterium
C520	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C523	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	metagenome
C524	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
C525	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae sp.	Microbacteriaceae sp.
C526	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae sp.	Sphingobacteriaceae sp.
C527	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	uncultured Ruminococcaceae bacterium
C528	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.
C530	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C536	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C539	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C540	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter sp.
C542	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C544	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp.
C545	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C548	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C549	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C551	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides sp.
C552	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Acutalibacter	Neglecta sp. Marseille-P3890
C553	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C554	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
C559	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp.
C566	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia sp.
C567	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp.
C568	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C569	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.
C570	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropedia sp.
C571	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp.
C572	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C573	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccaceae sp.	Paracoccaceae sp.
C574	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	bacterium NLAE-zl-C91
C575	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter indicus
C576	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.
C577	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. G2-10
C578	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Jatrophihabitans sp.
C579	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonadaceae sp.	Alteromonadaceae sp.
C580	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella	uncultured Flavobacterium sp.
C581	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Christensenellaceae R-7 group sp.
C582	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus italicus
C583	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Persicitalea	Persicitalea sp.
C584	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Rheinheimera sp.
C585	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp.
C586	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	uncultured Ruminococcaceae bacterium
C587	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	uncultured bacterium
C588	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
C589	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C590	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp.
C591	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Incertae Sedis	uncultured bacterium
C592	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus sp.
C593	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter sp.
C594	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp.
C595	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp.
C596	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp.
C597	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	uncultured bacterium
C599	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia sp.
C600	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Incertae Sedis	uncultured bacterium
C601	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Xanthobacteraceae sp.	Xanthobacteraceae sp.
C603	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Incertae Sedis	uncultured bacterium
C604	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	uncultured bacterium
C605	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C606	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropedia sp.
C609	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae sp.	Oxalobacteraceae sp.
C610	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C612	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C613	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae sp.	Ruminococcaceae sp.
C614	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp.
C616	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C617	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	IMCC26207 sp.
C619	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	Rubinisphaera sp.
C620	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella	uncultured bacterium
C622	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp.
C623	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp.
C624	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadales sp.	Pseudomonadales sp.	Pseudomonadales sp.
C626	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerellaceae sp.	Tannerellaceae sp.
C627	NA	Amorphea	Obazoa	Opisthokonta	Nucletmycea	Fungi	Dikarya
C629	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	uncultured bacterium
C630	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chishuiella	Empedobacter sp. F-Fue-04TIIa
C632	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.
C634	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	Incertae Sedis sp.
C635	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Persicitalea	Persicitalea sp.
C637	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	DVSBS1	Sphingobacteriia bacterium DVSBS1
