OTU	SRR19709989	SRR19709990	SRR19709991	SRR19709992	SRR19709993	SRR19709994	SRR19709995	SRR19709997	SRR19709998	SRR19709999	SRR19710000	SRR19710001	SRR19710002	SRR19710003	SRR19710004	SRR19710005	SRR19710006	SRR19710009	SRR19710010	SRR19710011	SRR19710012	SRR19710013	SRR19710014	SRR19710015	SRR19710016	SRR19710017	SRR19710018	SRR19710019	SRR19710020	SRR19710021	SRR19710022	SRR19710023	SRR19710025	SRR19710026	SRR19710027	SRR19710028	SRR19710029	SRR19710030	SRR19710031	SRR19710032	SRR19710033	SRR19710034	SRR19710036	SRR19710037	SRR19710038	SRR19710039	SRR19710040	SRR19710041	SRR19710042	SRR19710043	SRR19710044	SRR19710045	SRR19710048	SRR19710049	SRR19710050	SRR19710051	SRR19710088	SRR19710089	SRR19710090	SRR19710091	SRR19710092	SRR19710093	SRR19710094	SRR19710095	SRR19710097	SRR19710098	SRR19710099	SRR19710100	SRR19710101	SRR19710102	SRR19710103	SRR19710104	SRR19710105	SRR19710106	SRR19710108	SRR19710109	SRR19710110	SRR19710111	SRR19710112	SRR19710113	SRR19710114	SRR19710115	SRR19710116	SRR19710117	SRR19710119	SRR19710120	SRR19710121	SRR19710124	SRR19710125	SRR19710126	SRR19710128	SRR19710129	SRR19710130	SRR19710131	SRR19710132	SRR19710133	SRR19710134	SRR19710135	SRR19710136	SRR19710137	SRR19710139	SRR19710140	SRR19710141	SRR19710142	SRR19710143	SRR19710144	SRR19710145	SRR19710146	SRR19710147	SRR19710148	SRR19710150	SRR19710151	SRR19710152	SRR19710153	SRR19710154	SRR19710155	SRR19710156	SRR19710157	SRR19710158	SRR19710159	SRR19710160	SRR19710161	SRR19710162	SRR19710163	SRR19710164	SRR19710165	SRR19710167	SRR19710168	SRR19710169	SRR19710170	SRR19710171	SRR19710172	SRR19710173	SRR19710174	SRR19710175	SRR19710176	SRR19710178	SRR19710179	SRR19710180	SRR19710181	SRR19710182	SRR19710183	SRR19710184	SRR19710185	SRR19710186	SRR19710187	SRR19710189	SRR19710190	SRR19710191	SRR19710192	SRR19710193	SRR19710194	SRR19710195	SRR19710230	SRR19710231	SRR19710233	SRR19710234	SRR19710235	SRR19710236	SRR19710237	SRR19710238	SRR19710239	SRR19710240	SRR19710241	SRR19710242	SRR19710244	SRR19710245	SRR19710246	SRR19710247	SRR19710248	SRR19710249	SRR19710250	SRR19710251	SRR19710252	SRR19710253	SRR19710255	SRR19710256	SRR19710257	SRR19710258	SRR19710259	SRR19710260	SRR19710261	SRR19710262	SRR19710263	SRR19710264	SRR19710266	SRR19710267	SRR19710268	SRR19710269	SRR19710270	SRR19710272	SRR19710273	SRR19710274	SRR19710275	SRR19710276	SRR19710277	SRR19710278	SRR19710279	SRR19710280	SRR19710281	SRR19710283	SRR19710284	SRR19710285	SRR19710286	SRR19710287	SRR19710288	SRR19710289	SRR19710290	SRR19710291	SRR19710292
C34	2	38	16	20	21	6	2	2	1	13	47	0	4	3	1	6	3	56	0	1	2102	1063	2212	1118	826	363	2843	1059	1456	6560	417	1686	2781	598	4210	2155	2545	168	0	1399	1337	1204	1521	1074	2076	29	96	104	188	20524	86	41	647	870	194	871	10387	1708	365	960	1153	1563	32	1698	421	1409	2605	90	211	2794	1457	4166	913	577	10349	27	29	83	3	19	9	185	30	149	20	43	87	2277	109	1344	199	119	57	2697	1597	4189	1751	10871	13010	2071	11	7654	1497	1304	8452	5762	342	767	561	7314	163	845	1386	598	1603	5037	315	149	485	492	4613	787	202	6462	15	1097	213	1025	99	177	988	816	673	6489	259	3984	8055	6329	3794	990	4791	44	251	343	73	43	601	8050	4711	1141	2212	1213	4905	8168	2079	884	5575	6742	2621	3608	4619	6459	447	746	59	5389	692	3770	56	148	7	1	5	8596	1119	1372	887	812	420	8563	138	1437	371	1	519	333	706	2858	1549	39	1654	2463	1395	226	47	99	297	51	478	917	752	1633	590	2194	14951	3462	348	452	61	228
C35	0	0	1	1	5	2	1	2	0	0	0	3	2	1	1	1	4	0	2	5	73	647	2774	214	1188	375	1221	882	70	5228	1260	1952	2923	1080	621	421	286	275	0	370	644	271	748	168	807	29	142	11	10	20	10	5	177	86	18	854	368	827	690	664	1268	191	333	1212	1010	1033	719	719	1573	104	297	119	1600	35	74	235	84	51	77	36	8	22	7	495	253	79	33	12179	12	1509	1434	1912	206	272	230	1023	1316	135	71	1225	1	496	892	1274	1143	1132	474	5133	1843	1208	449	135	971	2030	1060	1167	1255	436	871	3215	34	15	75	463	354	616	20	1067	3486	1061	1697	348	1763	2220	3117	1629	470	326	152	433	567	1014	101	70	125	30	702	108	471	151	722	867	356	395	859	822	202	20	468	4886	2572	1272	781	466	270	224	253	203	1878	976	225	19	229	1080	515	2819	2063	998	1523	143	141	317	221	0	4625	2644	2931	25	508	27	680	526	5129	2272	3661	34	45	36	2843	314	9486	1492	9931	312	3985	547	123	974	180	2342
C38	1	17	6	60	36	10	6	3	3	67	26	0	2	0	0	0	0	0	0	0	1	1	1	0	3	8	4	107	2	55	0	1	6	21	6	3	5	1	0	6	1	4	2	1	8	0	0	0	1	7	1	1	1	4	6	3	32	8	0	6	4	72	0	8	80	2	14	1	4	12	4	25	1	1974	1028	2447	2751	1251	1087	3796	206	3908	99	3971	3798	3144	1205	1099	4	1	1	7	1	7	1	14	33	3	0	3	0	0	11	16	1	5	3	15	19	23	0	0	279	9	529	77	58	103	53	17	1	0	5	2	6	13	1	52	198	3	4	3	148	41	55	4	20	1	76	2	18	56	0	0	0	0	2	0	0	2	3	3	37	2	4	13	1	0	3	5	7	1	13	30	0	2	1	0	93	19	7	7	22	1	4	3	2	2	3	1	33	38	11	0	96	97	6	2	9	2	0	14	649	53	180	1	1	0	95	101	2	45	7	3	2	19	3	4	37	137
C39	0	2	3	3	0	5	7	0	0	5	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	1250	660	1763	454	260	1449	232	7	67	271	1706	369	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C40	0	4	4	22	1	3	0	0	0	0	19	0	2	0	0	2	0	0	0	0	2	259	750	16	0	32	527	0	1	0	0	6	1	0	38	28	17	5	0	130	6	22	22	0	25	15	32	0	1	8	2	0	2	18	2	1	32	10	21	115	128	11	0	56	1	24	6	0	44	2	0	1	1	115	649	403	1597	1210	12	2235	965	1340	10	1616	333	149	547	2	0	23	106	30	0	31	31	4	39	0	2	1	0	294	256	311	2131	1049	87	11	2	1	17	0	0	184	17	74	5	0	0	17	1	3	3	69	1	1	2	0	0	3	4	3	1	2	4	135	0	17	13	29	12	24	15	8	2	0	3	171	203	182	691	629	1	51	36	261	14	32	72	186	123	51	7	26	0	0	0	0	1	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	17	6	1	0	0	0	200	148	312	3	678	5	2	104	78	17	37	10	24	219	70	15	2	4	0
C41	0	0	0	0	1	0	23	0	2	3	1	0	1	0	0	0	0	23	2	2	872	10	14	11	3	7	23	9	795	228	36	48	71	72	85	133	139	43	0	19	171	3	9	2	5	1	0	0	1	10	0	4	4	10	5	497	3	25	73	14	1	23	6	22	57	34	377	63	21	16	333	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	11	10	36	61	9	35	26	22	0	31	1	0	1	5	5	1	0	0	304	269	7	21	306	12	29	12	21	3	7	0	2	76	3	6	2	31	0	47	475	40	46	9	5	2	5	12	48	16	2	3	5	2	20	4	42	6	1550	7	1	4	1	1	111	28	17	15	11	19	116	23	5	77	16	32	3	376	0	3	12	31	4	1	18	38	7	2	13	8	7	145	1	16	1	0	16	11	6	11	357	12	164	35	5	15	0	1	4	4	15	3	2	1	3	3	5	4	1	1	23	147
C42	12	10	4	6	21	8	0	2	0	1	13	0	4	22	7	0	41	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C43	1	0	49	2	1	0	69	0	0	7	1	0	117	0	0	0	0	0	0	0	1206	0	0	31	0	0	0	0	0	6	0	0	0	2	0	0	1	146	0	2	0	1	6	3	1	267	2009	165	331	464	640	100	458	0	445	225	0	0	7	0	0	0	0	0	0	6	0	0	41	0	0	0	0	6	10	1	2	24	0	4	1	21	16	0	12	29	78	0	4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	6	107	100	7	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	598	155	29	0	7	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	1	7	0	0	1373	34	0	0	1	1	3	0	0	0	0	0	0	0
C44	0	0	2	0	0	0	0	0	0	0	0	0	2	1	2	3	0	0	0	0	1	395	0	0	159	376	248	43	29	1	0	2	0	0	3	0	0	2	0	0	0	0	0	1	0	1	9	0	0	0	1	1	0	0	0	0	3	831	977	6	12	12	5	155	31	648	16	25	406	80	8	26	159	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	231	222	1447	8	943	53	1206	1066	90	8	210	0	2767	0	17	2	2	5	1	77	6	8	89	12	2	2	0	0	0	4	95	2	0	0	14	9	478	167	390	2936	283	143	94	1	5	18	50	2	65	110	1	25	16	24	0	0	1	41	2	0	4	6	4	18	187	387	436	23	2	7	136	1	9	32	6	1	104	96	27	73	163	295	8	622	50	25	59	48	20	135	55	6	77	2	1	34	163	21	0	45	21	0	6	27	19	0	2	0	2	40	11	438	1290	403	10	2	9	8	484	434	874
C45	0	1	3	3	0	5	4	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	329	1424	720	2018	554	264	1653	222	10	65	320	1763	390	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C47	4	1	0	0	0	3	0	0	0	0	25	1	0	0	0	0	0	1	0	0	509	77	226	291	122	0	3	53	0	495	31	61	98	121	59	27	63	185	0	3	21	248	204	129	103	0	262	156	474	897	324	268	859	47	209	133	21	0	155	0	0	60	9	0	7	45	98	0	36	0	32	0	2	567	392	411	210	114	94	428	5	550	65	204	461	344	115	78	223	66	24	40	56	82	0	78	67	0	8	0	0	0	121	51	32	113	16	164	3	2	0	2	0	0	83	0	93	0	0	47	354	734	343	0	0	243	0	9	4	109	3	35	255	60	55	4	22	90	72	50	0	250	437	926	167	81	168	74	187	61	30	13	1	0	0	34	76	0	103	0	29	226	55	129	0	0	0	0	6	18	2	0	0	8	115	138	135	136	176	8	0	2	38	0	266	0	0	0	0	0	0	0	1	170	80	87	363	121	253	0	179	175	119	0	4	51	17	0	1	2
C49	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	1	2	12	526	15	2	74	82	236	8	435	142	2	9	175	91	52	15	9	14	0	9	17	6	13	2	37	4	13	1	1	3	0	1	12	2	2	0	48	256	440	186	822	204	46	175	558	446	299	535	277	60	673	165	78	1	2	0	2	0	1	0	0	1	0	0	0	0	0	84	6	45	60	200	8	85	52	236	836	76	96	333	0	110	58	121	123	131	67	471	145	58	25	68	842	73	657	9	209	73	126	515	2	0	1	62	43	186	6	40	470	144	89	13	137	89	175	72	196	63	114	39	496	86	30	5	6	3	69	50	118	185	130	96	77	254	123	96	120	3	134	856	173	478	121	436	51	87	34	18	349	74	62	1	325	76	37	33	126	49	86	248	66	181	246	0	713	281	95	2	469	125	6	27	364	107	152	1	11	1	462	61	49	49	97	85	53	43	26	62	187	361
C50	3	0	1	8	0	1	65	30	34	30	0	2	3	6	2	159	2	115	1	24	1	7	0	1	18	13	17	2	0	21	0	0	2	1	1	2	1	0	0	2	2	17	2	2	4	19	5	3	0	61	8	11	1	0	1	0	136	27	114	728	248	249	91	253	42	87	538	124	84	5	203	19	238	3	4	4	4	0	0	2	0	14	0	1	3	3	0	60	0	0	0	2	38	25	7	73	60	68	19	532	0	4	16	7	18	16	13	7	20	3	1	45	2	0	206	6	364	223	285	38	34	12	10	36	4	8	0	30	3	0	4	19	10	1	0	48	15	1	7	23	35	22	7	8	1	2	34	6	1	7	4	4	12	32	19	22	118	0	130	159	7	14	45	919	153	6	14	1	5	10	25	0	15	13	192	18	434	254	134	37	76	140	137	1	2	5	85	1	1	0	32	6	79	75	53	1	2	1	46	20	19	23	39	16	32	1	2	1	1	92
C51	2	2	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C52	0	4	4	3	3	0	0	0	0	2	2	0	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C53	0	8	7	0	0	0	0	0	0	0	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3517	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C55	0	1	1	6	0	3	1	0	1	0	0	0	3	0	2	1	2	0	0	0	17	1703	181	1	1373	309	2963	45	0	1	1	0	0	2	4	1	2	4	0	13	2	3	0	0	8	10	21	0	1	0	0	0	0	3	17	1	105	174	13	590	743	15	14	31	129	15	7	12	33	5	0	57	4	6	63	236	108	45	3	90	147	9	15	8	15	26	348	31	3	1	6	0	8	311	434	266	530	26	22	6	0	3684	671	1028	6048	2579	217	17	0	1	7	0	2	378	410	3	23	8	6	9	0	2	3	116	94	0	0	0	0	0	0	67	984	0	69	272	358	1139	747	35	87	247	66	2	5	0	31	19	35	1158	1380	1910	0	759	408	231	178	396	536	794	182	78	16	30	23	1	0	0	0	0	0	0	0	0	187	2492	231	112	98	2	2	77	1	0	9	37	179	0	1	0	1	34	1211	786	52	610	66	18	1763	912	1	15	6	120	648	284	74	1	0	0
C56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C58	0	4	0	0	3	1	9	1	1	1	2	0	2	0	0	15	0	52	2	0	225	587	60	284	1477	665	408	132	50	2	0	1	1	10	17	301	339	23	0	818	509	529	1047	1391	6615	1	57	73	98	177	65	87	482	150	46	311	624	5770	2840	4073	3479	1109	440	817	1462	2999	1378	874	1814	185	1811	602	1468	1	0	0	1	0	0	3	1	2	2	0	1	1	2	1068	39	469	356	753	305	855	2319	1599	2770	443	192	2656	8	709	660	722	333	952	159	1679	254	362	122	340	324	252	2999	842	1777	970	1956	1329	179	373	160	1264	420	1417	136	82	391	1073	689	983	850	296	365	693	1105	351	435	2163	332	407	752	356	884	108	2335	262	574	1577	164	359	67	5172	5442	454	634	41	2133	6390	1715	4850	3428	2338	206	244	28	64	515	376	8813	2	1227	1360	1088	703	3816	2405	1647	331	415	454	307	1	577	723	2342	28	252	161	0	99	1521	1444	1380	818	172	57	3269	227	15	186	478	468	2337	702	277	157	988	890
C59	0	4	1	5	6	1	0	1	0	2	3	0	10	5	4	0	4	0	3	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	1	1	4	0	1	4	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C60	2	0	1	9	0	0	68	31	37	31	0	2	3	8	1	166	4	108	1	27	0	0	0	0	0	0	4	1	0	19	0	0	2	1	3	1	1	1	0	1	0	16	0	2	1	17	1	0	0	62	8	9	1	0	0	0	1	1	1	25	2	0	0	12	5	0	32	14	0	1	3	1	0	1	3	2	3	0	0	1	0	5	0	1	1	3	0	9	1	0	0	1	0	0	0	0	1	0	0	5	0	1	0	0	1	0	0	0	11	3	0	21	3	0	1	0	5	3	2	0	38	12	9	0	4	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	8	1	0	0	2	0	1	3	0	0	0	2	6	0	1	2	3	6	31	0	16	3	3	0	0	1	0	2	0	2	2	0	0	5	1	0	1	0	39	4	0	4	1	1	0	0	0	5	0	1	0	0	0	0	2	0	0	103
C61	0	0	1	1	0	0	0	0	4	1	2	0	1	0	0	1	0	0	0	0	2	78	0	2	202	166	70	0	0	0	0	0	0	0	0	0	0	1	0	6	2	1	2	0	28	0	2	2	0	0	0	0	1	0	0	0	150	666	304	357	93	490	134	317	196	335	667	194	233	233	373	47	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	1	6	4	11	81	429	58	486	202	904	28	525	0	9	23	19	22	11	24	102	31	0	4	11	2	0	352	1	842	121	472	36	0	0	3	53	93	115	6	0	1	4	2	470	10	15	29	59	10	55	113	26	113	76	17	0	4	0	10	4	2	18	10	7	9	262	78	4	92	1	676	267	17	184	112	2285	46	23	22	4	12	22	0	0	28	2	378	22	556	337	313	120	162	95	400	0	92	67	239	0	6	19	0	1	225	20	261	1	0	0	28	20	0	1	1	53	31	4	5	4	21	7
C63	3	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C64	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	444	0	0	57	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C65	0	5	1	45	11	11	0	1	0	35	11	0	8	0	0	0	2	0	0	1	2	363	337	12	22	62	593	146	2	0	0	1	0	0	89	118	64	1	0	33	4	2	9	4	16	233	754	2	4	26	5	3	3	14	3	1	44	70	419	282	46	25	35	76	14	432	27	8	792	5	4	5	3	991	1882	566	1532	1420	27	1603	564	2223	555	1361	841	614	1699	3	16	2	12	1	1	104	58	30	41	3	167	3	0	387	1090	977	3761	2564	367	90	0	1	60	7	1	201	5	36	2	2	7	194	2	3	1	13	35	0	0	0	0	0	0	19	160	40	688	22	881	446	121	24	27	215	11	23	9	2	5	230	113	407	996	1324	1	153	75	2004	6	5	52	132	336	259	72	64	9	2	2	0	1	0	0	0	0	0	4	148	57	17	26	17	1	8	2	0	58	90	17	1	0	0	1	385	94	312	5	993	4	3	33	7	957	4305	1043	15	740	141	106	5	2	0
C66	0	4	3	21	2	4	0	0	0	0	19	0	3	0	0	0	0	2	0	1	2	187	875	16	0	0	513	0	1	0	1	4	5	0	41	33	16	6	0	151	8	24	22	1	26	15	29	0	0	7	2	0	2	21	1	1	17	0	9	18	30	3	0	58	1	15	7	0	30	0	2	0	3	136	708	405	1680	1295	13	2443	960	1343	9	1754	350	179	583	0	0	31	129	39	0	1	0	0	0	0	1	1	0	268	246	335	2263	1076	86	16	2	1	15	0	0	199	3	89	0	0	0	14	1	3	1	17	1	2	4	0	2	4	7	2	1	0	2	135	0	1	8	34	5	11	14	9	2	1	3	187	179	169	660	621	1	0	1	132	4	4	15	27	122	57	2	5	0	0	0	0	1	3	1	0	2	5	0	1	0	0	3	1	0	0	0	0	1	1	7	2	0	0	0	216	42	66	1	676	2	2	31	18	20	36	13	4	177	19	11	2	4	0
C68	3	2	2	5	3	2	0	1	1	0	3	1	2	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C69	0	2	2	2	5	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	1	7	2	2	0	3	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
