FileType	fastq	Read submission file type
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	library_construction_protocol
B166S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S3.fastq.gz	48b9c9d77569cd10ada034afbdffd678	Nanopore SQK-LSK114
B166S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S4.fastq.gz	eac28234b62ebc384018e167258b9929	Nanopore SQK-LSK114
B166S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S5.fastq.gz	ac2b25f6b249bb146b91a4f9a8d52078	Nanopore SQK-LSK114
B166S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S6.fastq.gz	d2992f07cc728271463d94a419d2fc8d	Nanopore SQK-LSK114
B166S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B166S7.fastq.gz	01e90619c757f732713dd87239442562	Nanopore SQK-LSK114
B172S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B172S1.fastq.gz	45eab5eac15ec6d4184281991d4b2041	Nanopore SQK-LSK114
B172S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B172S2.fastq.gz	b38402ec89a4df1f91ba0f2794fe8b2f	Nanopore SQK-LSK114
B173S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B173S1.fastq.gz	7ec8d47992ccd60453b21cbea1a8e7e3	Nanopore SQK-LSK114
B173S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B173S2.fastq.gz	14bc5b3bc2d37ee93ff27095a3b407b5	Nanopore SQK-LSK114
B173S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B173S3.fastq.gz	85a103341e99a59937a7eec15f0d41a0	Nanopore SQK-LSK114
B173S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B173S4.fastq.gz	df71f6381b200f7cfeecb21dd6f34420	Nanopore SQK-LSK114
B176S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B176S1.fastq.gz	4bf20b67553ef06b0af3238498abc843	Nanopore SQK-LSK114
B177S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B177S1.fastq.gz	52ba33043fe93032a5f9e445f385e59f	Nanopore SQK-LSK114
B177S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B177S2.fastq.gz	518a9fa7c2bf0eba26fb23a49bc8ba6b	Nanopore SQK-LSK114
B177S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B177S3.fastq.gz	62d9ae1f316b630fe9bf23e4f3710a03	Nanopore SQK-LSK114
B17S10	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S10.fastq.gz	a146ae0bee4980525f87d8724716029a	Nanopore SQK-LSK114
B17S11	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S11.fastq.gz	35360ce693ff04b4117dba10376a68ed	Nanopore SQK-LSK114
B17S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S1.fastq.gz	ad50c0a59d6b2040537dd15879d362d5	Nanopore SQK-LSK114
B17S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S2.fastq.gz	3053a5eea4bd0a59e423c14b5a317785	Nanopore SQK-LSK114
B17S3	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B17S3.fastq.gz	97a81ccbb659c5ac691d74536f6314ce	Nanopore SQK-LSK114
B17S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S4.fastq.gz	01fcbd6bf00b35985b75c934b73ff493	Nanopore SQK-LSK114
B17S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S5.fastq.gz	73ea7508667c9e0e045c331a04595177	Nanopore SQK-LSK114
B17S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S6.fastq.gz	88a503996fdb35e213105734f05d1ea1	Nanopore SQK-LSK114
B17S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S7.fastq.gz	39148c86cbb8c21f595c03b52a3e424a	Nanopore SQK-LSK114
B17S8	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S8.fastq.gz	abb62440dcf54f450f9dc9f8aa7752b2	Nanopore SQK-LSK114
B17S9	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B17S9.fastq.gz	99c22d5aed1fdc1fb5195e73bd73106a	Nanopore SQK-LSK114
B183S10	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B183S10.fastq.gz	f39c0aee37cdc73081911063e5b01ef9	Nanopore SQK-LSK114
B183S11	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B183S11.fastq.gz	87d0fc998ec0316e0a29f47d40c226b7	Nanopore SQK-LSK114
B183S12	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B183S12.fastq.gz	00fcd6acd6e546800767754b76e86848	Nanopore SQK-LSK114
B183S1	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S1.fastq.gz	df5ec892c424847ba059750dbed30eb7	Nanopore SQK-LSK114
B183S2	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S2.fastq.gz	131622ae9fe8b726d70b8dae09341be6	Nanopore SQK-LSK114
B183S3	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S3.fastq.gz	b941ebf9fcdfd26aad76e8d21b8e3a78	Nanopore SQK-LSK114
B183S4	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S4.fastq.gz	76b5c4a92758df38126f0733c298e8c3	Nanopore SQK-LSK114
B183S5	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S5.fastq.gz	cbc4fb1f4e13e4b8f460c2b2805ef767	Nanopore SQK-LSK114
B183S6	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S6.fastq.gz	3ee05a0a33438dfa52c78706477b9b6e	Nanopore SQK-LSK114
B183S7	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S7.fastq.gz	5c2f4bccd9050891d4a96562cec6d1fd	Nanopore SQK-LSK114
B183S8	PRJEB112398	MinION	Guyane6	GENOMIC	PCR	AMPLICON	SINGLE	B183S8.fastq.gz	57a7963ddb59687381da24ca1ec60ae8	Nanopore SQK-LSK114
B183S9	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B183S9.fastq.gz	027372134d1adabeeeb6e4c717554793	Nanopore SQK-LSK114
B189S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B189S1.fastq.gz	e630b3b977081c63bfe032944ef9ca9e	Nanopore SQK-LSK114
B18S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B18S1.fastq.gz	2c874222db4044fc14723a1dd9cca14c	Nanopore SQK-LSK114
B199S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B199S1.fastq.gz	00c6656f80f5e610b99d7a92cf14ff49	Nanopore SQK-LSK114
B199S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B199S2.fastq.gz	eca5e644544b10ba3c9339add8a54f8d	Nanopore SQK-LSK114
B19S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B19S2.fastq.gz	ddf6eb2706c31d7d8413c778cbbcf30c	Nanopore SQK-LSK114
B19S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B19S3.fastq.gz	ebcb2c7dcab0a4d9765fa45cd0106769	Nanopore SQK-LSK114
B19S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B19S4.fastq.gz	8253fbb5242670e84935aac640134877	Nanopore SQK-LSK114
B19S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B19S5.fastq.gz	595bd54b4d35f6388bacfcd8d52e1701	Nanopore SQK-LSK114
B1S1	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B1S1.fastq.gz	4d6fd0f94097ef1fe8a64573c13dc63b	Nanopore SQK-LSK114
B1S2	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B1S2.fastq.gz	5f16af320059616569b275772d26a81a	Nanopore SQK-LSK114
B209S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B209S1.fastq.gz	9e8ab55379d4ef1f284f20182da75e3c	Nanopore SQK-LSK114
B209S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B209S2.fastq.gz	5f638a7d93c8c8111a7fd8ea5a3f2453	Nanopore SQK-LSK114
B20S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S1.fastq.gz	f4c5b1317276f10283b2ce837877e1f7	Nanopore SQK-LSK114
B20S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S2.fastq.gz	b1010ac330936af4e28adc33bd0bbd9a	Nanopore SQK-LSK114
B20S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S3.fastq.gz	5ab8ae09a081f056965342688e3c57b7	Nanopore SQK-LSK114
B20S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S4.fastq.gz	5f111dfd2abbea663573f54a7f22a34e	Nanopore SQK-LSK114
B20S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S5.fastq.gz	96c81e1b158516304029d22a0440cf51	Nanopore SQK-LSK114
B20S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B20S6.fastq.gz	c0e88f70677bd61dea3f71d69bb0ff2d	Nanopore SQK-LSK114
B220S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B220S1.fastq.gz	8bdbb365ba699a4f3d3d031d1a1f9bb9	Nanopore SQK-LSK114
B220S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B220S2.fastq.gz	a1bd8a4b30298501bd3bfec54826ce3d	Nanopore SQK-LSK114
B220S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B220S3.fastq.gz	d07d6b906127923198b82040182ffd35	Nanopore SQK-LSK114
B225S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B225S1.fastq.gz	be67e55259b5a961ae126266a4db09af	Nanopore SQK-LSK114
B225S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B225S2.fastq.gz	42b81c779728fbad69ecb2248508e15e	Nanopore SQK-LSK114
B225S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B225S3.fastq.gz	0d0b895386842813c7a5121796ead4d5	Nanopore SQK-LSK114
B225S4	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B225S4.fastq.gz	8096206a34f7b9dd79af2a9ff5dce0b5	Nanopore SQK-LSK114
B231S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B231S1.fastq.gz	64dc17bae96c12308c0df9f067f28bf5	Nanopore SQK-LSK114
B233S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B233S1.fastq.gz	c29253e3b56258833dfc3b4d1daf9ead	Nanopore SQK-LSK114
B234S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B234S1.fastq.gz	a3df755f6e0f05df5776fde0c2689d31	Nanopore SQK-LSK114
B237S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B237S1.fastq.gz	cfbe8ee2ec871158ffa42bfd6fc8e547	Nanopore SQK-LSK114
B237S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B237S2.fastq.gz	6d0bb944af078dbdcf17de564ae75ff3	Nanopore SQK-LSK114
B237S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B237S3.fastq.gz	491f838486fc5d303741ad953a10fd0b	Nanopore SQK-LSK114
B239S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B239S1.fastq.gz	c268584bc4a41d5d2fddcabb7e7c37a4	Nanopore SQK-LSK114
B239S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B239S2.fastq.gz	e4313171d9fdda0e9cab93c417803cb4	Nanopore SQK-LSK114
B23S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B23S1.fastq.gz	9761364a6403e0dddf3f11410a031090	Nanopore SQK-LSK114
B241S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B241S1.fastq.gz	8e6e9de6f052edb56b6220f8356597f7	Nanopore SQK-LSK114
B249S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B249S1.fastq.gz	4f38d1e1085a099d68918960c60456b0	Nanopore SQK-LSK114
B24S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B24S1.fastq.gz	4fb717a989c46f9a77bdac29455169ee	Nanopore SQK-LSK114
B260S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B260S1.fastq.gz	b16e709dd276d5943496bb165d9098ef	Nanopore SQK-LSK114
B261S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B261S1.fastq.gz	1a72a6c962416b01a08e39ec9d2e91cb	Nanopore SQK-LSK114
B264S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B264S1.fastq.gz	40f0ce755408c537c9575d77b774d99f	Nanopore SQK-LSK114
B267S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B267S1.fastq.gz	336fdce903cb56f727c72567718f6178	Nanopore SQK-LSK114
B270S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B270S1.fastq.gz	be6a7f330d5cc5ba4d36a778f717431f	Nanopore SQK-LSK114
B270S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B270S2.fastq.gz	34df0fe0047fe44666dc11f49fb6078a	Nanopore SQK-LSK114
B270S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B270S3.fastq.gz	3681a74253a53aebbda3bfcad3480357	Nanopore SQK-LSK114
B270S4	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B270S4.fastq.gz	cf1070988b24dad218844f6e60941c9e	Nanopore SQK-LSK114
B271S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B271S1.fastq.gz	54b6d63e5836df711bebbf2ff87edb77	Nanopore SQK-LSK114
B273S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B273S1.fastq.gz	146a9908e5ada9e24f3db9b97f5a2a28	Nanopore SQK-LSK114
B274S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B274S1.fastq.gz	2a8d3501bcd74a8bc325f751d38ff965	Nanopore SQK-LSK114
B276S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B276S1.fastq.gz	9909a789a22cbb2707d67c04fd3d1ce5	Nanopore SQK-LSK114
B276S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B276S2.fastq.gz	977d19275e968f7030b9912aebed8399	Nanopore SQK-LSK114
B279S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B279S1.fastq.gz	a056eaaefeab88ebd5b1b78ea7efd2af	Nanopore SQK-LSK114
B279S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B279S2.fastq.gz	c31ab157d1cafc6dd399270e150d2d7b	Nanopore SQK-LSK114
B279S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B279S3.fastq.gz	0fd1f28b3be3ce09d68bf582aaf3f276	Nanopore SQK-LSK114
B27S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S2.fastq.gz	8671ed1204040b6ccb59b705aea37735	Nanopore SQK-LSK114
B27S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S3.fastq.gz	df4257fea30cee48be3adde785562ef1	Nanopore SQK-LSK114
B27S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S4.fastq.gz	f3941c55a539bf3722c4a14fb12f263f	Nanopore SQK-LSK114
B27S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S5.fastq.gz	242b48258e1ec9ad009b4db444a9f608	Nanopore SQK-LSK114
B27S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S6.fastq.gz	445dfdd767edc98f076bd52c055fe8cd	Nanopore SQK-LSK114
B27S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B27S7.fastq.gz	08b5013e6aac56173f0912ad9b139446	Nanopore SQK-LSK114
B285S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B285S1.fastq.gz	2720cf6464d329dd0bb2ef6b348ba8e2	Nanopore SQK-LSK114
B285S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B285S2.fastq.gz	bcb6e346e9ced8c77e4f13df45a83d3b	Nanopore SQK-LSK114
B285S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B285S3.fastq.gz	835938fd4836f2dda8ed2f74d9b446fe	Nanopore SQK-LSK114
B285S4	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B285S4.fastq.gz	30665af06e05f0716178ea12dbf8bf21	Nanopore SQK-LSK114
B285S5	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B285S5.fastq.gz	16547cef71ac009f7c99fee046f930cb	Nanopore SQK-LSK114
B286S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B286S1.fastq.gz	775715d10ef11d6e1c2c5c8a1c005b02	Nanopore SQK-LSK114
B286S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B286S2.fastq.gz	9820ee98a663011571c3dd014d0ed4c5	Nanopore SQK-LSK114
B28S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B28S1.fastq.gz	3ea94a755232be5689add6b5d018fc56	Nanopore SQK-LSK114
B28S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B28S2.fastq.gz	c7685a13ee7981486b60f2ca39557432	Nanopore SQK-LSK114
B291S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B291S1.fastq.gz	825c050cc2d446c01941b819572b5892	Nanopore SQK-LSK114
B292S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B292S1.fastq.gz	3e25792d8829e85434c1fda123c88ab7	Nanopore SQK-LSK114
B292S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B292S2.fastq.gz	10261cbd9783763e349e83a183dd885d	Nanopore SQK-LSK114
B292S3	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B292S3.fastq.gz	a067e7ed5b3ba86ebf2b9957e7b0ae58	Nanopore SQK-LSK114
B293S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B293S1.fastq.gz	ee537f0b70a7763b93f829c390593ae9	Nanopore SQK-LSK114
B295S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B295S1.fastq.gz	2f6d72d8fb3ff4a33cc338254cbe0253	Nanopore SQK-LSK114
B295S2	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B295S2.fastq.gz	084bd442dec5f0b579142e7832d814ee	Nanopore SQK-LSK114
B2S10	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S10.fastq.gz	2f2fcc897071ee101cce7588be3b0a4e	Nanopore SQK-LSK114
B2S11	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S11.fastq.gz	466257c3faecfbe9890b6e2bdb81047f	Nanopore SQK-LSK114
B2S12	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S12.fastq.gz	0b32215d712d56e992c369bca9983bf9	Nanopore SQK-LSK114
B2S13	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S13.fastq.gz	3f2dd8f473e999ab847fa9cc01c056db	Nanopore SQK-LSK114
B2S1	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S1.fastq.gz	37068012df697047422afaadf9ba8eff	Nanopore SQK-LSK114
B2S2	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S2.fastq.gz	c41f64ace0776ca1846dd70d9477d442	Nanopore SQK-LSK114
B2S3	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S3.fastq.gz	0976d2006e5995d9343bc5b4d5706fef	Nanopore SQK-LSK114
B2S4	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S4.fastq.gz	86aa735f2e2716e8974e93821637569f	Nanopore SQK-LSK114
B2S5	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S5.fastq.gz	85a20ae73392c97b72cf857a742f8cef	Nanopore SQK-LSK114
B2S6	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S6.fastq.gz	97f5bf5b9ce74d9cb22ca0dbb78b2863	Nanopore SQK-LSK114
B2S7	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S7.fastq.gz	584903a96b04a95ce41118a051d81668	Nanopore SQK-LSK114
B2S8	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S8.fastq.gz	ee82fc8817671aa49c8895529e442827	Nanopore SQK-LSK114
B2S9	PRJEB112398	MinION	Guyane1	GENOMIC	PCR	AMPLICON	SINGLE	B2S9.fastq.gz	3ba4fabe69171c47b24cf7a49efe7c8d	Nanopore SQK-LSK114
B305S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B305S1.fastq.gz	809ebae41f1213d4a77c66e89ed9e922	Nanopore SQK-LSK114
B30S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B30S1.fastq.gz	c721d4ec1d5bc08102cd661c848c7bf8	Nanopore SQK-LSK114
B315S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B315S1.fastq.gz	ce39699566f228989cdb9fe7dc21d084	Nanopore SQK-LSK114
B317S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B317S1.fastq.gz	98ff5a53a0ad5212c516e2ff2889c787	Nanopore SQK-LSK114
B33S10	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S10.fastq.gz	b329eb9637b6b7b5ba77032aa87a7234	Nanopore SQK-LSK114
B33S11	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S11.fastq.gz	7e36138b0068b1494721bc05e7edf57c	Nanopore SQK-LSK114
B33S12	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S12.fastq.gz	cb93e881fe4105540b43c90e2f6b7309	Nanopore SQK-LSK114
B33S13	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S13.fastq.gz	18f857021ee85a45fb791aecdadf503c	Nanopore SQK-LSK114
B33S14	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S14.fastq.gz	d0de3c223f4712d45206579e4edb820e	Nanopore SQK-LSK114
B33S15	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B33S15.fastq.gz	e57facca00a81ed1710b8e41559fe0c3	Nanopore SQK-LSK114
B33S1	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S1.fastq.gz	f361dd2b8cec80754a77fe606e21c3ba	Nanopore SQK-LSK114
B33S2	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S2.fastq.gz	de4ab1d4255db542ad13a171632eba5b	Nanopore SQK-LSK114
B33S3	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S3.fastq.gz	14451adc3671d0c4e1c295e27572deed	Nanopore SQK-LSK114
B33S4	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S4.fastq.gz	273acdc0b16c5f0a53a4d3ea5b245138	Nanopore SQK-LSK114
B33S5	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S5.fastq.gz	04db40b726bf1f62a6b5692ee32ec1c7	Nanopore SQK-LSK114
B33S6	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S6.fastq.gz	8027018a94f9ca9f991df5d0b3c3f608	Nanopore SQK-LSK114
B33S7	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S7.fastq.gz	c7b5c8ee100156935e1ba30be0eebed2	Nanopore SQK-LSK114
B33S8	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S8.fastq.gz	fda84e8fc3a4adace38da0366b1f2dc6	Nanopore SQK-LSK114
B33S9	PRJEB112398	MinION	Guyane2	GENOMIC	PCR	AMPLICON	SINGLE	B33S9.fastq.gz	004bb623e57ba8a5a89654fa4a319dd3	Nanopore SQK-LSK114
B341S1	PRJEB112398	MinION	Guyane7	GENOMIC	PCR	AMPLICON	SINGLE	B341S1.fastq.gz	dfc3533cc40edf7f54e34219d2cf76ae	Nanopore SQK-LSK114
