FileType	fastq	Read submission file type
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	library_construction_protocol
pool_64	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool64.fastq.gz	83b2e411f8c564d6d384151da0634bbb	Nanopore SQK-LSK114
pool_65	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool65.fastq.gz	932baa6f472980202e0652ad565a7f88	Nanopore SQK-LSK114
pool_66	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool66.fastq.gz	e54fef10f8200bc9e855c5413d291873	Nanopore SQK-LSK114
pool_67	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool67.fastq.gz	b5cfe504ce105768f29e522d32441604	Nanopore SQK-LSK114
pool_68	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool68.fastq.gz	1f26f33e83dd04d4c82bc86901e56ffe	Nanopore SQK-LSK114
pool_69	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool69.fastq.gz	5b4384f5ab990dbe9ec19cd41f7bbd85	Nanopore SQK-LSK114
pool_70	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool70.fastq.gz	28a1815c8a7bbee86587cba7f86d0504	Nanopore SQK-LSK114
pool_71	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool71.fastq.gz	a9258f4d1968c0ef0b5314ed781968ca	Nanopore SQK-LSK114
pool_72	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool72.fastq.gz	1fe8ee20ac1d2effd5e417b362a0ec73	Nanopore SQK-LSK114
pool_73	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool73.fastq.gz	49206af87a8639aa1a038fad6b32df38	Nanopore SQK-LSK114
pool_74	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool74.fastq.gz	7523e131113192a0ad9d11c1f17afc52	Nanopore SQK-LSK114
pool_75	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool75.fastq.gz	6e279056ad8738a3cc3802264760d62d	Nanopore SQK-LSK114
pool_76	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool76.fastq.gz	393751611102c4c2eb152df624b53506	Nanopore SQK-LSK114
pool_8	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_Pool8.fastq.gz	25e7d6615be813ebf82312532c826112	Nanopore SQK-LSK114
Negative control	PRJEB112398	MinION	Drosobiome	GENOMIC	PCR	AMPLICON	SINGLE	16s_negative.fastq.gz	29fea3a975aa599ffcf9a6b90fe1226a	Nanopore SQK-LSK114
B100S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B100S1.fastq.gz	c317c87014d682edb7db59245333a7a2	Nanopore SQK-LSK114
B100S2	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B100S2.fastq.gz	611642fca2df715eb1620a8141ef0249	Nanopore SQK-LSK114
B103S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B103S1.fastq.gz	f9646c4439820e88d190bc4bf5c47c35	Nanopore SQK-LSK114
B103S2	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B103S2.fastq.gz	e86b7c26b591a5c66d65ab994a55529c	Nanopore SQK-LSK114
B109S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B109S1.fastq.gz	35b3843f2083188d6c1048376b53db66	Nanopore SQK-LSK114
B112S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B112S1.fastq.gz	986e7b9bd01c90d413ae653697f1f168	Nanopore SQK-LSK114
B113S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B113S1.fastq.gz	43af8089949c1cad6d57ac0be9e94000	Nanopore SQK-LSK114
B113S2	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B113S2.fastq.gz	ff042c2d829789f8378e898d37dc0e26	Nanopore SQK-LSK114
B114S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B114S1.fastq.gz	8ddada33e9869ce9863bf5d957c0ef57	Nanopore SQK-LSK114
B115S1	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S1.fastq.gz	2c874c14bcd056de7e5403b5aa3a7430	Nanopore SQK-LSK114
B115S2	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S2.fastq.gz	46c67b7140ba92e70105a655905d98f9	Nanopore SQK-LSK114
B115S3	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S3.fastq.gz	96fff47bd6611be3c2cd532d695d62ac	Nanopore SQK-LSK114
B115S4	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S4.fastq.gz	9c4ddd5af540ddeb72ac00945e2aaf3e	Nanopore SQK-LSK114
B115S5	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S5.fastq.gz	f3ba0eac9c1569113aa743569b13114e	Nanopore SQK-LSK114
B115S6	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S6.fastq.gz	7c5057f7aedd817c6b4e6adbb9b2e74c	Nanopore SQK-LSK114
B115S7	PRJEB112398	MinION	Guyane3	GENOMIC	PCR	AMPLICON	SINGLE	B115S7.fastq.gz	91313a7736a26752403bf2f54e4d7532	Nanopore SQK-LSK114
B115S8	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B115S8.fastq.gz	44fc3814789f87138bd39138957d7db6	Nanopore SQK-LSK114
B115S9	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B115S9.fastq.gz	14336000ae2852d75fa14f23e46708ae	Nanopore SQK-LSK114
B117S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S1.fastq.gz	00b90f49c951ac72a1c530e50241afbd	Nanopore SQK-LSK114
B117S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S2.fastq.gz	fe5f9f464730211ce438044b53575c1c	Nanopore SQK-LSK114
B117S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S3.fastq.gz	23405ec4de01fb68ef552f9041f395cd	Nanopore SQK-LSK114
B117S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S4.fastq.gz	f0d86acda798a751d167d921b430e4c8	Nanopore SQK-LSK114
B117S5	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S5.fastq.gz	d9530bdc8c9b68d216c5a8a72900209a	Nanopore SQK-LSK114
B117S6	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S6.fastq.gz	fffce757c3efe4739246703aaaf13a98	Nanopore SQK-LSK114
B117S7	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S7.fastq.gz	e0592401139a8750125a7d4db9182cd0	Nanopore SQK-LSK114
B117S8	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B117S8.fastq.gz	f3b5b98cd6de9a8f77513ba7f3dc9690	Nanopore SQK-LSK114
B118S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S1.fastq.gz	fa7be8ece28f6749583cd42a52afcc9e	Nanopore SQK-LSK114
B118S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S2.fastq.gz	79d6bf832f069d72bd4c06ba07ff34f3	Nanopore SQK-LSK114
B118S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S3.fastq.gz	f57139d84f32380efbd401ed0169739c	Nanopore SQK-LSK114
B118S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S4.fastq.gz	45b24ec771e1b6f33504c7986fc43bf4	Nanopore SQK-LSK114
B118S5	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S5.fastq.gz	1ca098a9ba40750c21e9941a732b1358	Nanopore SQK-LSK114
B118S6	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B118S6.fastq.gz	8ed619692612632a4efc54d53b9065e5	Nanopore SQK-LSK114
B119S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B119S1.fastq.gz	f3a25577dab974185922cd395dc44b0b	Nanopore SQK-LSK114
B119S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B119S2.fastq.gz	98e0652ecc6c91524d0faa45f611bcd6	Nanopore SQK-LSK114
B119S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B119S3.fastq.gz	7937bc82a900f1d30a696de0e762f427	Nanopore SQK-LSK114
B120S1	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B120S1.fastq.gz	c2f1a5d0b148f78dbc840291c497adaa	Nanopore SQK-LSK114
B121S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B121S1.fastq.gz	b0efc6539417a133990ffe46f41c728c	Nanopore SQK-LSK114
B121S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B121S2.fastq.gz	200e093259f18cb0862735c887991d5d	Nanopore SQK-LSK114
B121S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B121S3.fastq.gz	07f7fd676ad6e776de3133d248709466	Nanopore SQK-LSK114
B122S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B122S1.fastq.gz	0e69acbb39c8c364b2341bb06876415b	Nanopore SQK-LSK114
B123S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B123S1.fastq.gz	978d0f4fe1eadce677d9e839a2fa1a91	Nanopore SQK-LSK114
B123S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B123S2.fastq.gz	80cfc034b1d63bf2da3cc66d70d4dcfe	Nanopore SQK-LSK114
B124S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B124S1.fastq.gz	245e6ec99eda288162ee04ae0e8150a9	Nanopore SQK-LSK114
B124S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B124S2.fastq.gz	0ffb3c1731c6dbe96e216ff2f03f53c3	Nanopore SQK-LSK114
B125S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B125S1.fastq.gz	59626445e7c4e6e61b64513abebd9284	Nanopore SQK-LSK114
B125S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B125S2.fastq.gz	b69c19f37ea9fa3cba694a38c5106a6e	Nanopore SQK-LSK114
B125S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B125S3.fastq.gz	4e5a012ba441c51de2878846179a0531	Nanopore SQK-LSK114
B125S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B125S4.fastq.gz	ffbba686c88e4e2d8965eab5aa9fb0db	Nanopore SQK-LSK114
B126S10	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S10.fastq.gz	2e42f7dd110744fe83e175d0a9962795	Nanopore SQK-LSK114
B126S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S1.fastq.gz	836f882156664fd2ee507000f914c9cb	Nanopore SQK-LSK114
B126S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S2.fastq.gz	7f8cc2cf865a61b48d6f88e0ce8e5a55	Nanopore SQK-LSK114
B126S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S3.fastq.gz	9d6393b08db2a16b73ee02855f2c3468	Nanopore SQK-LSK114
B126S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S4.fastq.gz	6714c03a7924c359e718422c178ea80e	Nanopore SQK-LSK114
B126S5	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S5.fastq.gz	551a5b7249317eab5217fdeedc84f4c4	Nanopore SQK-LSK114
B126S6	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S6.fastq.gz	93532015499cd827322e9b5a2de52834	Nanopore SQK-LSK114
B126S7	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S7.fastq.gz	4a9156ac565aa99b33a7e9024dc37bf4	Nanopore SQK-LSK114
B126S8	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S8.fastq.gz	cf498385c4eb827376c661d016b6704c	Nanopore SQK-LSK114
B126S9	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B126S9.fastq.gz	a9a69cbad8511f3272fe6eaca39d30f4	Nanopore SQK-LSK114
B127S10	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S10.fastq.gz	cacdac5a638376755fd1684339c4e4cb	Nanopore SQK-LSK114
B127S11	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S11.fastq.gz	7594790f9c58dd6ab74a965577e95ba5	Nanopore SQK-LSK114
B127S12	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S12.fastq.gz	42c4acb8b7d9b67120f2dc5bd54207dd	Nanopore SQK-LSK114
B127S13	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S13.fastq.gz	440b8db621d281ce9b5df4a9acfa5f7f	Nanopore SQK-LSK114
B127S14	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S14.fastq.gz	2d65ea7b825bde805c46989d0088fff2	Nanopore SQK-LSK114
B127S15	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S15.fastq.gz	b97cede26a7b43d2f9120e6998669e84	Nanopore SQK-LSK114
B127S16	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S16.fastq.gz	cffd4a6048b125af78d47f6ca0c08d49	Nanopore SQK-LSK114
B127S17	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S17.fastq.gz	ace9d60195c5f29bd88c816f5d1800fc	Nanopore SQK-LSK114
B127S18	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S18.fastq.gz	23c32e47a4a226b38fc4c7d82f978ff4	Nanopore SQK-LSK114
B127S19	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S19.fastq.gz	24df7990806c3008f18e52910bb3e746	Nanopore SQK-LSK114
B127S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S1.fastq.gz	2e18a360bd64dea723841a53c9fdafcf	Nanopore SQK-LSK114
B127S20	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B127S20.fastq.gz	965f2494699b990fc9ef915e4b7c8cdb	Nanopore SQK-LSK114
B127S21	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S21.fastq.gz	6da5f3ac9146579de760db6719d37adf	Nanopore SQK-LSK114
B127S22	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S22.fastq.gz	4d43c6e1594c4486e5e0197a7dbd9131	Nanopore SQK-LSK114
B127S23	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S23.fastq.gz	7d06db0777587137b1427665cf4c57e8	Nanopore SQK-LSK114
B127S24	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S24.fastq.gz	bfd75d7c20026b1e5046923639d0a537	Nanopore SQK-LSK114
B127S25	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S25.fastq.gz	375ae5682878b3592bdc4ddd00f7ac06	Nanopore SQK-LSK114
B127S26	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S26.fastq.gz	32001737e41ae695d4c1aaa41d04b6b5	Nanopore SQK-LSK114
B127S27	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S27.fastq.gz	5ccddb4afe5d4f26ddadd96f4634d919	Nanopore SQK-LSK114
B127S28	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S28.fastq.gz	09b7f6e6171e4a928eea6d13c7983f50	Nanopore SQK-LSK114
B127S29	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S29.fastq.gz	55aa83ad5ecf198b307664a87f444d32	Nanopore SQK-LSK114
B127S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S2.fastq.gz	3fe21a3c8dae8f9d503891df8e4add4a	Nanopore SQK-LSK114
B127S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S3.fastq.gz	bb5ffa9d72b7b333325a551e761a84a7	Nanopore SQK-LSK114
B127S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S4.fastq.gz	324a8d087fc718342463bc5f2f216f66	Nanopore SQK-LSK114
B127S5	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S5.fastq.gz	bb82f0659d4322138bb63485fd622757	Nanopore SQK-LSK114
B127S6	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S6.fastq.gz	b51771d3e64cb9eba9f364cad51c811d	Nanopore SQK-LSK114
B127S7	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S7.fastq.gz	77e5ae2b158647733eb45c7104a0425e	Nanopore SQK-LSK114
B127S8	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B127S8.fastq.gz	f77381c9fd6e065df47fb58d1687f220	Nanopore SQK-LSK114
B127S9	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B127S9.fastq.gz	243aae2af2a9b3b53306efa1691e3e58	Nanopore SQK-LSK114
B128S10	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S10.fastq.gz	69284ffaaa0ad5f6d3ef18e42e11d39d	Nanopore SQK-LSK114
B128S11	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S11.fastq.gz	90285b2db7e1482a886e4de13b2426a3	Nanopore SQK-LSK114
B128S12	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S12.fastq.gz	641fde9d3584ecfad47246ad8fc7dc21	Nanopore SQK-LSK114
B128S13	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S13.fastq.gz	91d3803909d77f4d1dac3a1af30c9dff	Nanopore SQK-LSK114
B128S14	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S14.fastq.gz	df9074d5fa7ce8e5c84a808757eabdb7	Nanopore SQK-LSK114
B128S15	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S15.fastq.gz	65e97980549fc25fae3eb5dc60f73c2a	Nanopore SQK-LSK114
B128S16	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S16.fastq.gz	a99cba6d58c6b5b03fa971ff3d27570f	Nanopore SQK-LSK114
B128S17	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S17.fastq.gz	206f872871b3ca39cc2df17793d5e91b	Nanopore SQK-LSK114
B128S18	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S18.fastq.gz	02d28ab17ef2b714821df60325d32300	Nanopore SQK-LSK114
B128S19	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S19.fastq.gz	3004aa50ca9685bee0152578667d2807	Nanopore SQK-LSK114
B128S1	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S1.fastq.gz	3928f4cbccb6a4002edff7b8a2e83b05	Nanopore SQK-LSK114
B128S20	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S20.fastq.gz	2f1f81bc009906e2f3cf3db98fd00985	Nanopore SQK-LSK114
B128S21	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S21.fastq.gz	3e76a1c3d6999920426537907c55c3bf	Nanopore SQK-LSK114
B128S22	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S22.fastq.gz	4b5f54ec2b8eea5e8ffafc250bebda14	Nanopore SQK-LSK114
B128S23	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B128S23.fastq.gz	ee1027c9908a25c7830466e63c6dd35d	Nanopore SQK-LSK114
B128S25	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B128S25.fastq.gz	d49e00bbadf3365efa352d909a253c97	Nanopore SQK-LSK114
B128S26	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B128S26.fastq.gz	23b6d7dc404a1258e4bb8bc1a3b2f451	Nanopore SQK-LSK114
B128S27	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B128S27.fastq.gz	46e345419132ebf4d7ab429ad2cf864f	Nanopore SQK-LSK114
B128S28	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B128S28.fastq.gz	0c80136cddb7fe2bae8d193ebffcfe79	Nanopore SQK-LSK114
B128S29	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B128S29.fastq.gz	9aaa650961974b1814bb5e6a68868a66	Nanopore SQK-LSK114
B128S2	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S2.fastq.gz	49835bf447fe592c12826bedd5002d01	Nanopore SQK-LSK114
B128S3	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S3.fastq.gz	a9458f5525ba3ddcf6ddcfa5cf5ce98a	Nanopore SQK-LSK114
B128S4	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S4.fastq.gz	210713062e16e9abfb9f9b06ec776baf	Nanopore SQK-LSK114
B128S5	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S5.fastq.gz	a2fd225b15750ca69b04877f46a8785c	Nanopore SQK-LSK114
B128S6	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S6.fastq.gz	55678cf7257a0abdef814a3aaaf45f86	Nanopore SQK-LSK114
B128S7	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S7.fastq.gz	6f7c295d9698e9b1a78f7118a9aa1491	Nanopore SQK-LSK114
B128S8	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S8.fastq.gz	24a4259ee28479e87dd47745c13d2575	Nanopore SQK-LSK114
B128S9	PRJEB112398	MinION	Guyane4	GENOMIC	PCR	AMPLICON	SINGLE	B128S9.fastq.gz	33b861f962015735748007bea8c02ad7	Nanopore SQK-LSK114
B129S10	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S10.fastq.gz	fd978fb790917224d9e9802fb3deb3a1	Nanopore SQK-LSK114
B129S11	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S11.fastq.gz	a3081c242f75ab57ec573be5f43d9666	Nanopore SQK-LSK114
B129S12	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S12.fastq.gz	09642ca35e5980bd6727be6302aa7b89	Nanopore SQK-LSK114
B129S13	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S13.fastq.gz	574aae15bd5fbb8ef8009f687fea45df	Nanopore SQK-LSK114
B129S14	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S14.fastq.gz	41fb1c7da176e84870da5c993af431f3	Nanopore SQK-LSK114
B129S15	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S15.fastq.gz	6f3e53b96bbc369a51310942ee30dc39	Nanopore SQK-LSK114
B129S16	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S16.fastq.gz	ed1fb13b0dd4d7eae267271d37a48ce1	Nanopore SQK-LSK114
B129S17	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S17.fastq.gz	dd11557b36c6225fa098da80018f9c59	Nanopore SQK-LSK114
B129S18	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B129S18.fastq.gz	305904e7ec5aaa83c35cdd9d915fedae	Nanopore SQK-LSK114
B129S19	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S19.fastq.gz	eb26a39d92529d2baabec13bb87fc6fb	Nanopore SQK-LSK114
B129S1	PRJEB112398	MinION	Guyane9	GENOMIC	PCR	AMPLICON	SINGLE	B129S1.fastq.gz	c142cb8517fa64582e960b17caed255e	Nanopore SQK-LSK114
B129S20	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S20.fastq.gz	9337a4792b58942c6d408dd64cc0d286	Nanopore SQK-LSK114
B129S21	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S21.fastq.gz	0485a311cb6b68d821e7691ac5acbbbe	Nanopore SQK-LSK114
B129S22	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S22.fastq.gz	8a0b4ce3653e536401bf48f8c4bd4730	Nanopore SQK-LSK114
B129S23	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S23.fastq.gz	b0d4fd5ccc0cafa4441e2510cf414f9e	Nanopore SQK-LSK114
B129S24	PRJEB112398	MinION	Guyane5	GENOMIC	PCR	AMPLICON	SINGLE	B129S24.fastq.gz	ce4a26eea789e45737d4a01548389490	Nanopore SQK-LSK114
